combo_index,card1_name,card2_name,reach_oop,reach_ip,card1_rank,card2_rank,is_pair,is_suited,rank_gap,suit_with_board_c1,suit_with_board_c2,pairs_with_board,overcards,flush_potential,hand_strength,is_blocked,board_rank1,board_rank2,board_rank3,board_rank4,board_suit1,board_suit2,board_suit3,board_suit4,suit_count_club,suit_count_diamond,suit_count_heart,suit_count_spade,board_paired,board_trips,monotone,high_card,connectivity,pot,stack,spr,cfv_oop,cfv_ip
422,4c,As,0.6409,0.6083,0.1667,1.0,0,0,0.8333,0.25,0.25,1,0.0,0.4,0.525,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0401,0.0532
423,4d,4h,0.3322,0.3867,0.1667,0.1667,1,0,0.0,0.25,0.25,0,0.0,0.4,0.3,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0166,-0.0097
424,4d,4s,0.285,0.3089,0.1667,0.1667,1,0,0.0,0.25,0.25,0,0.0,0.4,0.3,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0143,-0.0077
425,4d,5c,0.2379,0.29,0.1667,0.25,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.0625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0401,-0.0417
426,4d,5d,0.2737,0.1226,0.1667,0.25,0,1,0.0833,0.25,0.25,0,0.0,0.6,0.0625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0462,-0.0176
427,4d,5h,0.1415,0.1699,0.1667,0.25,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.0625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0239,-0.0244
428,4d,5s,0.2581,0.2222,0.1667,0.25,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.0625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0436,-0.0319
429,4d,6c,0.2077,0.1749,0.1667,0.3333,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.075,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0338,-0.024
430,4d,6d,0.2877,0.2899,0.1667,0.3333,0,1,0.1667,0.25,0.25,0,0.0,0.6,0.075,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0468,-0.0399
431,4d,6h,0.3385,0.2501,0.1667,0.3333,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.075,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.055,-0.0344
432,4d,6s,0.2488,0.1661,0.1667,0.3333,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.075,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0404,-0.0228
433,4d,7c,0.1996,0.2781,0.1667,0.4167,0,0,0.25,0.25,0.25,1,0.0,0.4,0.3208,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0079,-0.0041
434,4d,7d,0.2561,0.2417,0.1667,0.4167,0,1,0.25,0.25,0.25,1,0.0,0.6,0.3208,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0101,-0.0035
435,4d,7h,0.2099,0.384,0.1667,0.4167,0,0,0.25,0.25,0.25,1,0.0,0.4,0.3208,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0083,-0.0056
436,4d,7s,0.0,0.0,0.1667,0.4167,0,0,0.25,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
437,4d,8c,0.4005,0.3484,0.1667,0.5,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.1,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0601,-0.0435
438,4d,8d,0.4235,0.4332,0.1667,0.5,0,1,0.3333,0.25,0.25,0,0.0,0.6,0.1,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0635,-0.0542
439,4d,8h,0.3678,0.2872,0.1667,0.5,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.1,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0552,-0.0359
440,4d,8s,0.2414,0.3846,0.1667,0.5,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.1,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0362,-0.0481
441,4d,9c,0.3691,0.4053,0.1667,0.5833,0,0,0.4167,0.25,0.25,0,0.0,0.4,0.1125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0531,-0.0481
442,4d,9d,0.4582,0.3113,0.1667,0.5833,0,1,0.4167,0.25,0.25,0,0.0,0.6,0.1125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0659,-0.037
443,4d,9h,0.3921,0.402,0.1667,0.5833,0,0,0.4167,0.25,0.25,0,0.0,0.4,0.1125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0564,-0.0477
444,4d,9s,0.3733,0.2932,0.1667,0.5833,0,0,0.4167,0.25,0.25,0,0.0,0.4,0.1125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0537,-0.0348
445,4d,Tc,0.4696,0.4667,0.1667,0.6667,0,0,0.5,0.25,0.25,0,0.0,0.4,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0646,-0.0525
446,4d,Td,0.534,0.5715,0.1667,0.6667,0,1,0.5,0.25,0.25,0,0.0,0.6,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0734,-0.0643
447,4d,Th,0.466,0.5387,0.1667,0.6667,0,0,0.5,0.25,0.25,0,0.0,0.4,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0641,-0.0606
448,4d,Ts,0.4576,0.589,0.1667,0.6667,0,0,0.5,0.25,0.25,0,0.0,0.4,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0629,-0.0663
449,4d,Jc,0.5627,0.51,0.1667,0.75,0,0,0.5833,0.25,0.25,0,0.0,0.4,0.1375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0739,-0.0542
450,4d,Jd,0.491,0.4629,0.1667,0.75,0,1,0.5833,0.25,0.25,0,0.0,0.6,0.1375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0644,-0.0492
451,4d,Jh,0.4647,0.594,0.1667,0.75,0,0,0.5833,0.25,0.25,0,0.0,0.4,0.1375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.061,-0.0631
452,4d,Js,0.4808,0.5029,0.1667,0.75,0,0,0.5833,0.25,0.25,0,0.0,0.4,0.1375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0631,-0.0534
453,4d,Qc,0.5976,0.5315,0.1667,0.8333,0,0,0.6667,0.25,0.25,0,0.0,0.4,0.15,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0747,-0.0532
454,4d,Qd,0.5085,0.4826,0.1667,0.8333,0,1,0.6667,0.25,0.25,0,0.0,0.6,0.15,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0636,-0.0483
455,4d,Qh,0.4375,0.4724,0.1667,0.8333,0,0,0.6667,0.25,0.25,0,0.0,0.4,0.15,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0547,-0.0472
456,4d,Qs,0.5513,0.5251,0.1667,0.8333,0,0,0.6667,0.25,0.25,0,0.0,0.4,0.15,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0689,-0.0525
457,4d,Kc,0.5937,0.4824,0.1667,0.9167,0,0,0.75,0.25,0.25,1,0.0,0.4,0.4958,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0284,0.0352
458,4d,Kd,0.0,0.0,0.1667,0.9167,0,1,0.75,0.25,0.25,1,0.0,0.6,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
459,4d,Kh,0.5515,0.6272,0.1667,0.9167,0,0,0.75,0.25,0.25,1,0.0,0.4,0.4958,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0264,0.0457
460,4d,Ks,0.5293,0.5813,0.1667,0.9167,0,0,0.75,0.25,0.25,1,0.0,0.4,0.4958,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0254,0.0424
461,4d,Ac,0.5076,0.678,0.1667,1.0,0,0,0.8333,0.25,0.25,1,0.0,0.4,0.525,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0317,0.0593
462,4d,Ad,0.6051,0.5312,0.1667,1.0,0,1,0.8333,0.25,0.25,1,0.0,0.6,0.525,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0378,0.0465
463,4d,Ah,0.0,0.0,0.1667,1.0,0,0,0.8333,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
464,4d,As,0.515,0.5935,0.1667,1.0,0,0,0.8333,0.25,0.25,1,0.0,0.4,0.525,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0322,0.0519
465,4h,4s,0.3105,0.2186,0.1667,0.1667,1,0,0.0,0.25,0.25,0,0.0,0.4,0.3,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0155,-0.0055
466,4h,5c,0.3068,0.2909,0.1667,0.25,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.0625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0518,-0.0418
467,4h,5d,0.2006,0.1318,0.1667,0.25,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.0625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0339,-0.019
468,4h,5h,0.2748,0.208,0.1667,0.25,0,1,0.0833,0.25,0.25,0,0.0,0.6,0.0625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0464,-0.0299
469,4h,5s,0.2517,0.2101,0.1667,0.25,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.0625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0425,-0.0302
470,4h,6c,0.2047,0.3169,0.1667,0.3333,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.075,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0333,-0.0436
471,4h,6d,0.346,0.1987,0.1667,0.3333,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.075,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0562,-0.0273
472,4h,6h,0.2603,0.2267,0.1667,0.3333,0,1,0.1667,0.25,0.25,0,0.0,0.6,0.075,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0423,-0.0312
473,4h,6s,0.3344,0.2516,0.1667,0.3333,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.075,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0543,-0.0346
474,4h,7c,0.3675,0.3645,0.1667,0.4167,0,0,0.25,0.25,0.25,1,0.0,0.4,0.3208,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0145,-0.0053
475,4h,7d,0.2469,0.3497,0.1667,0.4167,0,0,0.25,0.25,0.25,1,0.0,0.4,0.3208,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0098,-0.0051
476,4h,7h,0.2747,0.3785,0.1667,0.4167,0,1,0.25,0.25,0.25,1,0.0,0.6,0.3208,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0109,-0.0055
477,4h,7s,0.0,0.0,0.1667,0.4167,0,0,0.25,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
478,4h,8c,0.3349,0.3974,0.1667,0.5,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.1,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0502,-0.0497
479,4h,8d,0.2899,0.293,0.1667,0.5,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.1,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0435,-0.0366
480,4h,8h,0.3507,0.4331,0.1667,0.5,0,1,0.3333,0.25,0.25,0,0.0,0.6,0.1,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0526,-0.0541
481,4h,8s,0.3313,0.2631,0.1667,0.5,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.1,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0497,-0.0329
482,4h,9c,0.3827,0.344,0.1667,0.5833,0,0,0.4167,0.25,0.25,0,0.0,0.4,0.1125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.055,-0.0409
483,4h,9d,0.3854,0.3837,0.1667,0.5833,0,0,0.4167,0.25,0.25,0,0.0,0.4,0.1125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0554,-0.0456
484,4h,9h,0.3661,0.3394,0.1667,0.5833,0,1,0.4167,0.25,0.25,0,0.0,0.6,0.1125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0526,-0.0403
485,4h,9s,0.3127,0.4145,0.1667,0.5833,0,0,0.4167,0.25,0.25,0,0.0,0.4,0.1125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.045,-0.0492
486,4h,Tc,0.5144,0.4467,0.1667,0.6667,0,0,0.5,0.25,0.25,0,0.0,0.4,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0707,-0.0503
487,4h,Td,0.5551,0.4087,0.1667,0.6667,0,0,0.5,0.25,0.25,0,0.0,0.4,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0763,-0.046
488,4h,Th,0.5489,0.541,0.1667,0.6667,0,1,0.5,0.25,0.25,0,0.0,0.6,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0755,-0.0609
489,4h,Ts,0.5623,0.4772,0.1667,0.6667,0,0,0.5,0.25,0.25,0,0.0,0.4,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0773,-0.0537
490,4h,Jc,0.5327,0.5641,0.1667,0.75,0,0,0.5833,0.25,0.25,0,0.0,0.4,0.1375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0699,-0.0599
491,4h,Jd,0.5962,0.4991,0.1667,0.75,0,0,0.5833,0.25,0.25,0,0.0,0.4,0.1375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0782,-0.053
492,4h,Jh,0.4074,0.5005,0.1667,0.75,0,1,0.5833,0.25,0.25,0,0.0,0.6,0.1375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0535,-0.0532
493,4h,Js,0.518,0.5739,0.1667,0.75,0,0,0.5833,0.25,0.25,0,0.0,0.4,0.1375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.068,-0.061
494,4h,Qc,0.5748,0.4881,0.1667,0.8333,0,0,0.6667,0.25,0.25,0,0.0,0.4,0.15,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0719,-0.0488
495,4h,Qd,0.5052,0.4914,0.1667,0.8333,0,0,0.6667,0.25,0.25,0,0.0,0.4,0.15,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0631,-0.0491
496,4h,Qh,0.5445,0.482,0.1667,0.8333,0,1,0.6667,0.25,0.25,0,0.0,0.6,0.15,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0681,-0.0482
497,4h,Qs,0.531,0.4309,0.1667,0.8333,0,0,0.6667,0.25,0.25,0,0.0,0.4,0.15,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0664,-0.0431
498,4h,Kc,0.5356,0.6355,0.1667,0.9167,0,0,0.75,0.25,0.25,1,0.0,0.4,0.4958,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0257,0.0463
499,4h,Kd,0.0,0.0,0.1667,0.9167,0,0,0.75,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
500,4h,Kh,0.5094,0.5802,0.1667,0.9167,0,1,0.75,0.25,0.25,1,0.0,0.6,0.4958,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0244,0.0423
501,4h,Ks,0.5716,0.612,0.1667,0.9167,0,0,0.75,0.25,0.25,1,0.0,0.4,0.4958,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0274,0.0446
502,4h,Ac,0.6538,0.6552,0.1667,1.0,0,0,0.8333,0.25,0.25,1,0.0,0.4,0.525,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0409,0.0573
503,4h,Ad,0.5593,0.5467,0.1667,1.0,0,0,0.8333,0.25,0.25,1,0.0,0.4,0.525,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.035,0.0478
504,4h,Ah,0.0,0.0,0.1667,1.0,0,1,0.8333,0.25,0.25,1,0.0,0.6,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
505,4h,As,0.6271,0.6352,0.1667,1.0,0,0,0.8333,0.25,0.25,1,0.0,0.4,0.525,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0392,0.0556
506,4s,5c,0.2828,0.1155,0.1667,0.25,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.0625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0477,-0.0166
507,4s,5d,0.122,0.2346,0.1667,0.25,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.0625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0206,-0.0337
508,4s,5h,0.2925,0.3078,0.1667,0.25,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.0625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0494,-0.0442
509,4s,5s,0.2577,0.1951,0.1667,0.25,0,1,0.0833,0.25,0.25,0,0.0,0.6,0.0625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0435,-0.028
510,4s,6c,0.1697,0.2767,0.1667,0.3333,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.075,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0276,-0.0381
511,4s,6d,0.3245,0.2387,0.1667,0.3333,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.075,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0527,-0.0328
